Row,Column,Anomaly Message,Anomaly Score
634,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
635,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
636,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
637,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
638,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
639,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
641,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
642,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
643,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
647,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
648,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
649,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
651,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
652,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
654,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
655,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
656,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
658,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
659,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
660,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
662,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
663,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
664,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
665,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
666,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
667,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
669,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
672,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
673,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
674,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
675,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
676,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
678,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
679,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
680,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
681,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
682,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
684,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
685,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
686,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
687,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
688,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
690,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
691,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
692,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
693,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
694,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
695,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
696,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
697,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
698,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
700,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
701,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
702,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
703,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
705,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
707,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
708,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
709,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
710,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
712,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
713,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
715,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
716,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
717,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
719,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
720,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
721,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
722,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
723,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
724,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
725,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
726,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
728,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
729,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
730,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
731,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
732,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
733,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
735,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
736,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
738,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
741,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
743,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
745,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
746,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
747,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
749,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
750,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
751,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
752,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
753,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
754,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
755,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
756,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
757,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
758,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
759,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
760,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
761,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
762,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
763,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
764,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
765,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
766,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
767,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
768,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
769,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
771,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
772,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
773,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
776,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
777,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
780,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
781,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
783,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
784,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
786,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
787,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
788,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
789,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
790,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
791,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
792,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
793,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
795,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
796,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
797,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
798,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
799,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
800,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
801,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
802,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
803,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
805,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
807,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
810,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
812,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
813,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
814,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
815,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
817,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
818,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
819,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
820,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
821,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
822,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
823,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
824,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
825,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
826,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
827,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
828,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
829,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
830,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
831,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
832,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
833,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
835,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
837,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
838,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
840,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
841,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
842,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
843,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
844,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
845,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
846,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
847,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
848,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
